Plataforma,Genero,Anio de lanzamiento,Puntuacion de la critica,Puntuacion de los usuarios,Ventas globales (millones),Clasificacion ESRB,Modo multijugador,Modo historia,Valoracion Final
PS5,Estrategia,2020,7.7,10,49.69,M,Si,Si,8.85
Xbox Series X,Estrategia,2020,6.5,2,18.67,E10+,Si,Si,4.25
Xbox One,Aventura,2018,6.7,9,10.85,T,No,No,7.85
Xbox One,Deportes,2013,8.2,4,29.91,E10+,Si,No,6.1
Xbox Series X,Puzzle,2020,9.8,4,0.74,M,Si,No,6.9
PC,Simulacion,2019,5.2,9,19.19,M,Si,Si,7.1
Xbox Series X,Puzzle,2024,6.9,7,46.22,E,Si,No,6.95
Xbox One,Puzzle,2016,5.2,9,38.92,E,Si,Si,7.1
Switch,Accion,2023,6.7,8,4.31,E,No,No,7.35
PS4,Simulacion,2020,9.6,10,10.59,T,Si,Si,9.8
PS5,Estrategia,2022,5.8,4,24.06,T,No,Si,4.9
PS4,Carreras,2020,7,10,4.86,E10+,No,No,8.5
PS4,Simulacion,2015,5.1,5,15.8,T,No,No,5.05
Xbox Series X,RPG,2020,8.3,6,12.23,T,Si,No,7.15
PC,Puzzle,2020,6.8,4,11.26,E,Si,Si,5.4
Xbox Series X,Accion,2025,7.3,8,29.72,AO,Si,No,7.65
PS5,Accion,2021,8.8,4,38.41,E10+,Si,Si,6.4
PS5,Aventura,2022,8.8,3,23.73,AO,Si,Si,5.9
PS5,Simulacion,2025,8.4,10,17.2,E10+,Si,Si,9.2
Xbox One,Estrategia,2020,7.4,10,40.06,T,Si,No,8.7
PS5,Puzzle,2023,7.1,9,17.39,E10+,Si,Si,8.05
PS5,Puzzle,2021,5,3,43.06,E10+,No,No,4
PC,Simulacion,2022,9.8,3,47.62,T,No,Si,6.4
Xbox Series X,Accion,2025,6,9,40.04,AO,Si,No,7.5
PS4,Deportes,2017,9,6,45.44,E10+,Si,No,7.5
PC,RPG,2016,9.7,4,30.02,AO,No,Si,6.85
Xbox One,Simulacion,2013,5.3,7,41.8,AO,Si,Si,6.15
Xbox Series X,Plataformas,2023,6,10,13.64,M,Si,No,8
PC,RPG,2024,9.3,2,42.58,T,No,Si,5.65
PS4,Aventura,2017,8.8,8,23.34,E10+,No,Si,8.4
PS5,Simulacion,2020,9.3,7,0.3,E10+,Si,Si,8.15
PS4,Carreras,2018,7.7,10,20.79,E10+,Si,Si,8.85
Switch,RPG,2017,5.4,5,45.65,T,No,No,5.2
PS5,Plataformas,2020,7.9,4,13.28,E,No,No,5.95
PS5,Carreras,2024,9.9,6,17.74,M,Si,No,7.95
PS5,Deportes,2023,9.1,10,3.05,E10+,Si,Si,9.55
PC,Simulacion,2017,7.2,5,38.76,E,Si,Si,6.1
Switch,Deportes,2024,10,7,35.7,E10+,Si,Si,8.5
Xbox One,Simulacion,2019,9.5,10,36.62,M,No,No,9.75
Switch,Estrategia,2020,5.2,9,34.36,T,No,Si,7.1
PS4,Carreras,2018,6.5,8,37.61,AO,Si,Si,7.25
PS5,Estrategia,2022,8,2,14.34,E,No,No,5
PS5,Aventura,2021,7.4,7,36.3,AO,No,No,7.2
PS4,RPG,2017,5.6,8,18.73,T,No,No,6.8
PC,Puzzle,2019,8.4,7,48.93,M,Si,Si,7.7
Switch,Simulacion,2022,7.8,4,4.75,M,No,Si,5.9
Switch,Aventura,2020,8,2,49.72,E,Si,Si,5
Xbox One,Plataformas,2020,5.3,7,43.5,AO,Si,Si,6.15
PC,Carreras,2017,5.9,4,31.73,E,Si,No,4.95
Xbox One,Aventura,2018,9,5,21.45,E10+,No,No,7
PS4,Estrategia,2014,8.2,1,24.79,M,No,Si,4.6
Xbox One,Aventura,2018,10,3,42.57,E10+,No,Si,6.5
PS5,Aventura,2024,8.3,7,16.77,T,No,Si,7.65
PS5,Accion,2020,5.3,4,1.58,T,No,Si,4.65
PS5,Puzzle,2022,9.5,9,11.57,M,Si,Si,9.25
PS4,RPG,2016,6.1,2,34.71,AO,Si,No,4.05
Switch,Aventura,2025,6.4,3,33.45,E,Si,No,4.7
PS4,Estrategia,2014,9.9,1,29.19,AO,No,Si,5.45
PS5,Deportes,2025,9.2,7,41.17,M,No,Si,8.1
Switch,Estrategia,2019,5.4,6,10.63,M,Si,Si,5.7
Xbox One,Accion,2016,9.5,7,3.8,M,No,Si,8.25
PS5,Carreras,2020,7.4,3,37.16,M,Si,No,5.2
PC,Plataformas,2014,7.6,2,0.98,M,Si,No,4.8
PC,Carreras,2008,9.7,3,0.87,E,No,Si,6.35
Xbox Series X,Carreras,2022,6,6,3.39,E,Si,Si,6
Xbox Series X,Simulacion,2023,6.1,4,11.31,AO,Si,No,5.05
PS5,Accion,2023,8.8,7,33.71,T,No,No,7.9
PS5,RPG,2022,9.5,2,45.73,T,No,No,5.75
PS4,Aventura,2020,5.6,9,15.99,T,No,Si,7.3
Xbox One,Aventura,2015,7.2,4,36.55,E,Si,Si,5.6
PS5,RPG,2021,5,5,33.93,E10+,Si,No,5
PS4,Accion,2014,6.7,5,7.39,M,Si,No,5.85
Xbox One,Deportes,2013,5.3,1,27.04,AO,Si,No,3.15
Xbox Series X,Puzzle,2023,6.1,4,49.5,E10+,Si,Si,5.05
Switch,Plataformas,2021,7,4,6.09,E,No,Si,5.5
Switch,RPG,2021,9.2,8,1.59,AO,Si,Si,8.6
Xbox One,Plataformas,2013,7.3,8,14.31,AO,No,Si,7.65
PS5,RPG,2025,8.3,2,27.28,E,No,Si,5.15
Switch,Plataformas,2021,8.4,6,15.46,AO,Si,Si,7.2
PS5,Accion,2020,10,4,26.81,AO,No,No,7
Xbox Series X,Carreras,2020,7.1,5,45.06,AO,Si,Si,6.05
PS4,Deportes,2018,5.6,4,16.71,M,No,No,4.8
PS4,RPG,2018,7.6,7,4.97,T,Si,No,7.3
PS4,RPG,2020,6.7,2,9.71,AO,Si,Si,4.35
PC,Puzzle,2008,7.2,6,30.64,E10+,Si,No,6.6
Xbox Series X,Carreras,2023,8.5,6,20.19,E10+,No,Si,7.25
Xbox Series X,Carreras,2021,8.9,7,15.59,AO,No,No,7.95
Switch,Puzzle,2024,5.3,7,34.26,M,Si,No,6.15
PS5,Simulacion,2023,8.6,7,14.68,AO,No,Si,7.8
PS5,Plataformas,2022,9.5,2,35.81,M,No,No,5.75
PC,Accion,2019,5.4,7,24.48,M,Si,No,6.2
Xbox One,Estrategia,2019,5.3,1,38.69,E10+,Si,No,3.15
PC,Simulacion,2021,5.4,7,20.05,M,No,No,6.2
Xbox Series X,Plataformas,2024,9.9,7,25.01,M,No,No,8.45
Xbox Series X,Deportes,2020,7.7,8,2.86,T,Si,Si,7.85
Switch,Puzzle,2023,8.8,5,20.09,AO,No,No,6.9
PS5,Aventura,2023,7.2,3,9.83,E,Si,Si,5.1
Switch,Deportes,2025,7.2,1,24.83,M,No,No,4.1
Xbox Series X,Estrategia,2023,8.5,8,25.32,AO,No,No,8.25
PC,Carreras,2009,8.7,9,9.79,M,Si,No,8.85
Xbox Series X,RPG,2022,6,8,13.43,T,Si,Si,7
PS5,Deportes,2020,7.6,5,7.38,M,Si,Si,6.3
PS4,Carreras,2018,5.3,8,11.93,AO,No,Si,6.65
Switch,RPG,2018,9,10,45.28,E,No,No,9.5
PS5,Accion,2024,7,6,29.54,E10+,No,No,6.5
PS4,Plataformas,2013,8.6,6,24.52,T,No,Si,7.3
PC,Plataformas,2021,6,10,37.98,M,Si,No,8
PS5,Simulacion,2022,5.2,7,49.99,E10+,No,Si,6.1
Switch,Accion,2017,5.4,10,14.25,T,No,Si,7.7
PS4,Deportes,2017,7,7,44.95,AO,No,No,7
PC,Puzzle,2013,6.1,5,18.53,AO,Si,No,5.55
Xbox One,Estrategia,2020,7.3,5,24.74,M,Si,No,6.15
PC,Puzzle,2019,6.7,7,24.07,AO,No,No,6.85
PS5,Accion,2020,9.5,8,38.99,E10+,No,Si,8.75
PS4,Plataformas,2013,7.8,7,30.85,T,Si,Si,7.4
Xbox One,Carreras,2020,6.8,7,25.81,AO,No,No,6.9
PC,Deportes,2005,5.2,10,19.74,T,No,No,7.6
PC,Accion,2022,5.4,9,23.75,AO,No,No,7.2
Xbox Series X,Accion,2021,8.6,10,15.92,E10+,Si,Si,9.3
Switch,Plataformas,2021,8.8,8,30.98,AO,No,Si,8.4
Switch,Plataformas,2025,6.7,2,3.02,T,No,No,4.35
PS5,Aventura,2024,9.9,3,6.35,E,Si,Si,6.45
Xbox Series X,Aventura,2023,8.4,9,20.52,AO,Si,No,8.7
Xbox One,Deportes,2016,7.4,7,21.53,E,Si,No,7.2
PS4,Accion,2015,9.3,2,25.2,M,Si,Si,5.65
Switch,Aventura,2025,7.4,10,0.35,E10+,No,No,8.7
PS4,Carreras,2013,5.7,4,7.31,T,Si,No,4.85
PS4,Simulacion,2019,9.1,5,28.45,E,No,No,7.05
Switch,Estrategia,2018,7.7,6,5.65,AO,Si,Si,6.85
Xbox One,Simulacion,2020,6.7,5,21.73,AO,Si,No,5.85
PS5,Carreras,2022,10,10,45.44,AO,No,Si,10
PS4,Puzzle,2014,8.6,7,34.39,E,Si,Si,7.8
Xbox One,Puzzle,2020,5.7,5,0.24,E,Si,Si,5.35
Switch,Estrategia,2017,7.1,7,5.55,E,Si,No,7.05
Xbox Series X,Accion,2021,7.5,10,25.21,E,No,No,8.75
PC,Simulacion,2024,7.1,2,31.18,E10+,No,Si,4.55
PC,Deportes,2010,8.9,3,0.93,E,No,No,5.95
Xbox Series X,RPG,2023,6.1,8,48.16,AO,Si,No,7.05
PC,Plataformas,2013,8.3,3,5.01,T,Si,Si,5.65
PC,Deportes,2005,7.4,2,36.42,M,Si,No,4.7
PC,Accion,2016,8,7,7.78,E,No,No,7.5
PC,Simulacion,2014,9.4,6,2.29,T,No,Si,7.7
PS4,Carreras,2015,6.4,1,46.11,T,Si,No,3.7
PS4,RPG,2020,6.3,4,43.62,M,No,Si,5.15
PS4,Puzzle,2016,9.9,3,20.83,AO,No,No,6.45
Xbox Series X,Plataformas,2023,8.5,1,30.64,T,Si,Si,4.75
PS4,Accion,2018,8.2,9,8.51,E10+,No,Si,8.6
PS5,Aventura,2024,6.6,7,32.71,M,No,No,6.8
PC,Puzzle,2014,9,10,41.07,T,No,Si,9.5
Xbox Series X,Deportes,2024,8.6,3,36.91,T,No,No,5.8
PS5,RPG,2023,5.7,7,8.62,M,No,Si,6.35
Xbox One,Aventura,2020,8.7,9,2.23,T,No,No,8.85
PC,Plataformas,2018,10,5,48.74,T,Si,No,7.5
Xbox Series X,Aventura,2022,9.8,7,27.14,E10+,No,Si,8.4
Xbox Series X,Accion,2024,9.3,6,47.5,M,No,Si,7.65
PC,RPG,2011,9.4,8,5.13,E10+,No,Si,8.7
Switch,RPG,2022,7.2,8,15.07,AO,No,Si,7.6
PS4,Simulacion,2013,6.6,7,2.56,T,No,Si,6.8
Xbox One,Carreras,2018,8.7,2,15.78,E10+,Si,No,5.35
PS4,RPG,2018,10,2,41.7,E10+,Si,Si,6
PS4,Plataformas,2017,8.6,1,7.35,M,No,Si,4.8
PS4,Deportes,2019,7.4,4,21.86,E10+,No,Si,5.7
PS4,Deportes,2018,6,7,12.33,E10+,No,No,6.5
PS5,Deportes,2021,8.5,1,40.46,E,Si,No,4.75
Switch,Puzzle,2022,7.1,1,28.4,E,Si,Si,4.05
Xbox Series X,Deportes,2021,7.1,7,3.34,T,No,No,7.05
Xbox Series X,Aventura,2022,5.8,6,36.31,E10+,No,Si,5.9
PS4,Estrategia,2015,8.5,7,31.19,E10+,No,Si,7.75
PS4,Deportes,2020,6.7,5,10.62,AO,No,Si,5.85
PS5,RPG,2023,7.5,4,16.84,M,No,No,5.75
PC,RPG,2020,8.4,6,5.23,E,No,Si,7.2
Xbox Series X,Puzzle,2024,5.6,7,15.82,AO,Si,No,6.3
Switch,Accion,2021,5.9,6,31.72,M,Si,Si,5.95
Xbox One,RPG,2016,6.4,4,5.68,E10+,Si,No,5.2
PS5,Accion,2023,8.5,7,42.19,AO,Si,Si,7.75
Xbox Series X,Aventura,2021,7.8,7,24.43,E10+,No,No,7.4
Xbox One,RPG,2015,9.1,5,44.01,E10+,Si,No,7.05
PS4,Carreras,2014,7.5,3,39.48,AO,Si,No,5.25
Switch,Puzzle,2020,5.5,2,41.99,E,No,No,3.75
PS5,RPG,2021,5.8,4,39.96,E10+,Si,Si,4.9
Xbox One,Accion,2013,7.2,1,11.47,AO,No,Si,4.1
Xbox Series X,Aventura,2023,7.3,1,2.82,T,No,Si,4.15
PS5,Puzzle,2025,8.2,8,45.94,M,No,No,8.1
Xbox One,Deportes,2017,8.3,6,4.06,E10+,Si,Si,7.15
Xbox One,Simulacion,2013,9.7,7,20.35,E,No,Si,8.35
Xbox One,Deportes,2013,8,8,38.75,M,Si,No,8
PS5,RPG,2023,9.4,7,9.24,E10+,No,No,8.2
Xbox Series X,Accion,2025,8.6,10,49.83,AO,No,Si,9.3
Xbox One,Puzzle,2015,8.4,7,32.46,E10+,No,Si,7.7
PS5,Accion,2023,8.9,6,44.13,AO,Si,No,7.45
Xbox Series X,RPG,2024,5,4,44.25,T,No,Si,4.5
Xbox Series X,Estrategia,2020,8.3,5,47.14,AO,Si,No,6.65
Xbox Series X,Puzzle,2021,9.8,5,40.21,AO,No,Si,7.4
Xbox One,Deportes,2014,7.6,2,13.4,E,No,No,4.8
Switch,Aventura,2019,9,6,27.23,E10+,Si,No,7.5
Xbox Series X,RPG,2025,7.5,8,40,M,Si,No,7.75
Xbox Series X,Accion,2021,9.5,2,25.05,T,Si,Si,5.75
Xbox One,Puzzle,2018,6.2,8,2.06,M,Si,No,7.1
Xbox Series X,Carreras,2023,5.2,6,17.51,E,Si,No,5.6
Xbox Series X,Accion,2020,5.1,9,29.28,AO,No,Si,7.05
Xbox One,Deportes,2014,8.3,9,14.42,T,Si,No,8.65
Xbox One,Deportes,2016,7.7,4,22.42,T,Si,No,5.85
Xbox One,RPG,2015,5.2,10,16.93,AO,Si,No,7.6
PC,Aventura,2012,9,2,19.54,E,No,Si,5.5
PS4,Carreras,2015,5.9,4,44.06,E,Si,Si,4.95
PS4,Estrategia,2017,9,8,5.79,M,No,Si,8.5
Xbox Series X,Carreras,2020,10,8,3.43,M,Si,No,9
PS4,RPG,2014,5.8,3,37.76,AO,No,No,4.4
PS4,Puzzle,2020,8.4,9,46.81,AO,Si,Si,8.7
Xbox One,Accion,2018,8.5,1,31.66,E10+,Si,Si,4.75
PS4,Accion,2016,8.7,2,35.56,AO,No,Si,5.35
PS5,RPG,2020,9,8,17.47,T,Si,No,8.5
PS4,Aventura,2019,7.5,6,22.44,E,Si,Si,6.75
Xbox Series X,Simulacion,2020,5,1,12.03,M,Si,Si,3
PS5,Aventura,2024,6.8,3,27.59,T,No,Si,4.9
Xbox One,Accion,2017,7.1,1,17.94,E10+,Si,No,4.05
PC,Accion,2013,5.9,5,33.67,T,No,Si,5.45
Xbox Series X,RPG,2021,8.7,4,21.76,AO,No,Si,6.35
PS4,Carreras,2017,8.2,3,30.58,T,Si,No,5.6
Xbox One,Deportes,2016,8.5,6,33.76,E10+,Si,Si,7.25
PC,Puzzle,2015,9.2,9,32.53,E,Si,Si,9.1
Xbox One,Estrategia,2016,9.8,9,41.78,AO,No,No,9.4
Xbox Series X,Simulacion,2020,7.7,7,41.45,E,No,No,7.35
PS4,Simulacion,2013,9.1,8,49.76,E10+,Si,No,8.55
Switch,RPG,2022,8.5,3,12.84,T,No,Si,5.75
PS5,RPG,2025,5.5,3,0.72,E10+,No,No,4.25
Xbox Series X,Simulacion,2024,9.1,4,6.33,E,Si,Si,6.55
PS5,Carreras,2021,5.7,8,27.95,E,Si,No,6.85
PC,Plataformas,2018,5.8,6,15.57,E10+,No,No,5.9
PC,Puzzle,2024,7.1,9,47.81,E10+,Si,No,8.05
Xbox One,Estrategia,2014,6.3,3,2.47,E10+,Si,Si,4.65
Xbox Series X,Aventura,2024,5.4,5,31.5,T,No,No,5.2
Xbox One,Accion,2013,5.4,1,37.48,AO,Si,Si,3.2
Xbox Series X,Plataformas,2025,9.2,7,35.19,AO,No,No,8.1
PC,RPG,2019,10,4,48.7,T,Si,Si,7
Xbox Series X,Carreras,2021,6.4,5,37.72,E,No,Si,5.7
Switch,Puzzle,2020,6.9,8,19.57,M,Si,No,7.45
PS5,RPG,2021,8,7,21.11,E10+,Si,Si,7.5
Xbox Series X,Deportes,2022,5.7,3,19.33,T,Si,Si,4.35
PC,Accion,2008,5.9,3,15.71,M,Si,No,4.45
Xbox Series X,RPG,2025,6.8,1,43.58,M,Si,Si,3.9
PC,Simulacion,2016,6.8,5,37.63,M,No,No,5.9
PC,RPG,2024,6.2,10,14.77,T,Si,Si,8.1
PS4,Estrategia,2013,5.9,6,22.43,E,No,No,5.95
PC,Plataformas,2021,9.8,6,43.27,AO,Si,Si,7.9
Switch,Plataformas,2017,5.1,10,24.78,E,No,Si,7.55
PS4,Deportes,2016,8.5,3,45.21,T,Si,Si,5.75
PC,Simulacion,2025,6.4,10,38.11,M,No,No,8.2
Xbox One,Carreras,2020,7.7,2,7.86,E10+,Si,Si,4.85
Xbox One,Aventura,2015,8.9,5,47.22,E,No,Si,6.95
Xbox One,Estrategia,2019,6.3,9,15.77,AO,Si,Si,7.65
Xbox One,Deportes,2018,5.8,3,35.58,E,Si,No,4.4
Xbox One,Accion,2013,6.9,3,5.87,AO,No,No,4.95
PS4,Estrategia,2017,5.6,6,20.24,E10+,No,Si,5.8
PS5,Accion,2021,9.3,7,0.54,E,Si,Si,8.15
PS4,Aventura,2015,5.5,3,46.91,AO,No,Si,4.25
Switch,Carreras,2021,5,2,14.39,E,No,No,3.5
Xbox Series X,Puzzle,2020,5.6,8,37.85,E,Si,No,6.8
PC,Aventura,2006,8,6,0.7,E10+,No,No,7
Switch,RPG,2020,8.1,3,37.33,M,Si,Si,5.55
PS4,RPG,2016,8.8,2,30.31,AO,Si,No,5.4
Xbox One,Deportes,2019,6.1,5,7.43,E,No,No,5.55
PC,RPG,2009,7.5,3,0.61,T,No,Si,5.25
Xbox One,Accion,2015,6.9,8,21.24,E10+,No,No,7.45
Switch,RPG,2017,8.4,3,47.4,M,Si,Si,5.7
Switch,Plataformas,2017,8.1,8,41.42,M,No,Si,8.05
Xbox Series X,RPG,2021,6.3,7,36.63,AO,No,No,6.65
Switch,Plataformas,2024,6,7,41.33,E10+,No,No,6.5
PS5,Accion,2022,9.7,2,11.74,E10+,No,Si,5.85
Xbox Series X,Simulacion,2020,5.5,9,25.88,E10+,No,Si,7.25
PC,Plataformas,2011,9.3,4,25.2,T,Si,No,6.65
PC,Carreras,2023,9,4,25.47,M,No,No,6.5
PC,Plataformas,2020,7.1,8,13.46,E,No,Si,7.55
PS4,Accion,2019,6.6,10,0.88,E,No,Si,8.3
PC,Estrategia,2021,9.7,10,34.71,T,No,Si,9.85
PS5,Accion,2023,5.4,8,25.55,E10+,Si,Si,6.7
PC,Puzzle,2021,7.1,9,10.72,E,No,Si,8.05
Xbox One,Simulacion,2020,8.1,9,2.44,M,Si,Si,8.55
Xbox One,Carreras,2017,10,3,9.76,T,Si,Si,6.5
Xbox Series X,Carreras,2021,8.8,7,18.98,AO,No,No,7.9
Xbox Series X,Deportes,2022,9.3,6,11.28,T,Si,No,7.65
PS4,Aventura,2013,9.8,10,15.34,E,Si,No,9.9
Switch,Aventura,2022,9.3,3,23.39,E10+,No,Si,6.15
PC,Simulacion,2022,8.9,1,20.99,T,Si,No,4.95
Xbox Series X,Simulacion,2023,7.3,6,9.87,T,No,No,6.65
PC,Accion,2022,9.2,3,15.12,E,Si,Si,6.1
Xbox One,Estrategia,2013,9.6,9,8.76,E10+,No,No,9.3
PS5,Deportes,2020,8.7,2,18.4,AO,Si,Si,5.35
Xbox Series X,RPG,2023,8.4,1,14.95,M,No,No,4.7
PS5,Deportes,2021,9.1,9,0.81,E,Si,Si,9.05
Switch,Estrategia,2017,8.3,9,22.79,T,No,Si,8.65
Xbox One,RPG,2020,6.7,9,40.56,E10+,Si,No,7.85
Xbox One,Aventura,2014,9,5,5.82,AO,Si,No,7
PC,RPG,2022,8.9,4,33.62,M,Si,Si,6.45
Xbox One,Estrategia,2019,9.5,5,25.9,AO,No,No,7.25
Switch,RPG,2024,6.1,6,14.05,E,No,Si,6.05
Xbox One,Carreras,2017,5,9,28.47,E10+,No,Si,7
PS5,RPG,2025,10,7,35.72,T,Si,No,8.5
PC,Deportes,2022,9.2,1,17.13,E,Si,Si,5.1
Xbox Series X,Simulacion,2024,8.8,1,44.17,E,No,Si,4.9
PC,Simulacion,2025,6.9,1,33.7,E,No,Si,3.95
PC,Plataformas,2022,9.7,6,26.54,E,No,Si,7.85
PS5,Puzzle,2022,7.5,4,26.97,E10+,No,No,5.75
PS5,RPG,2024,8.3,1,15.34,E10+,No,No,4.65
PS5,Aventura,2020,7.1,7,17.16,E,No,No,7.05
Xbox One,Simulacion,2020,9.4,4,32.82,M,Si,No,6.7
Switch,Deportes,2017,6.7,4,35.25,E,Si,No,5.35
PC,Simulacion,2022,7,5,28.59,T,No,Si,6
Xbox Series X,RPG,2023,5.9,7,29.91,M,No,Si,6.45
PS4,Plataformas,2016,6.8,2,12.47,M,Si,Si,4.4
Switch,Estrategia,2022,7.5,2,19.88,M,No,No,4.75
Xbox One,Plataformas,2020,7.8,3,49,M,Si,No,5.4
Switch,Carreras,2017,7.3,3,32.61,AO,No,Si,5.15
PS4,Simulacion,2017,9.5,2,8.33,AO,Si,Si,5.75
PS5,Puzzle,2025,9.7,1,40.04,M,Si,No,5.35
PS4,Puzzle,2014,9.9,5,4.87,M,Si,Si,7.45
Switch,Puzzle,2021,9.1,9,8.14,T,Si,No,9.05
Xbox Series X,Deportes,2025,9.8,4,13.87,E10+,Si,No,6.9
PS4,Estrategia,2019,9.6,9,7.88,M,No,Si,9.3
Xbox Series X,Estrategia,2020,9.5,7,15.65,E10+,Si,Si,8.25
Xbox Series X,Accion,2022,7.2,3,14.19,E,Si,No,5.1
PC,Accion,2013,8.3,4,43.15,E,No,Si,6.15
PC,Carreras,2010,5.4,5,47.42,E,Si,No,5.2
Xbox Series X,RPG,2024,7.1,8,25.11,E10+,Si,Si,7.55
Switch,Aventura,2017,6.7,2,4.51,E10+,Si,Si,4.35
Switch,Deportes,2020,5,5,10.95,T,Si,Si,5
Xbox One,Puzzle,2013,8.9,6,48.8,E10+,No,Si,7.45
PC,Estrategia,2021,5.8,2,48.68,T,Si,Si,3.9
Xbox One,Estrategia,2017,9.9,6,13.65,M,Si,Si,7.95
PS4,Simulacion,2015,7.8,8,29.67,E,Si,No,7.9
Xbox Series X,Estrategia,2021,7,3,23.92,T,No,Si,5
PS4,Estrategia,2017,7.2,4,7.32,T,No,No,5.6
Xbox Series X,RPG,2021,5.9,7,25.23,T,No,Si,6.45
PC,Aventura,2009,7.3,9,2.99,T,Si,No,8.15
PS5,Simulacion,2022,6.7,8,34.55,E,Si,No,7.35
PS4,Puzzle,2016,6.3,6,39.13,E,Si,No,6.15
PC,Plataformas,2007,9.1,10,45.31,E,Si,No,9.55
PS5,RPG,2025,9.2,10,17.76,M,Si,Si,9.6
PS5,Estrategia,2020,5.4,9,35.8,E,No,Si,7.2
PC,Accion,2025,7.5,1,10.52,T,Si,Si,4.25
Switch,Plataformas,2022,6.5,8,43.53,E,Si,Si,7.25
PS4,Aventura,2016,8.7,5,12.84,AO,Si,No,6.85
Xbox One,Aventura,2017,6.7,7,21.82,T,Si,No,6.85
Xbox Series X,Simulacion,2025,8.7,7,35.91,E10+,No,No,7.85
PS5,RPG,2021,8,6,31.69,T,No,No,7
Switch,Carreras,2025,9.3,5,9.28,M,No,No,7.15
Switch,Aventura,2019,10,4,21.48,E,Si,No,7
PC,Simulacion,2006,9.7,3,35.92,E10+,Si,Si,6.35
PC,Deportes,2012,8.1,3,14.23,AO,No,No,5.55
PS5,Plataformas,2024,6.1,8,35.93,E,No,Si,7.05
PC,Aventura,2008,6.1,1,13.34,E10+,No,Si,3.55
Xbox One,Aventura,2017,8.5,10,12.8,T,Si,No,9.25
Switch,Simulacion,2024,5.2,6,12.91,E10+,No,Si,5.6
PC,Aventura,2013,6.9,8,37.42,E,No,Si,7.45
Xbox Series X,Estrategia,2020,5.2,6,42.34,AO,Si,Si,5.6
PS5,Carreras,2023,6.4,4,26.21,M,Si,Si,5.2
PC,Puzzle,2025,7.1,2,42.96,M,No,No,4.55
PC,Aventura,2008,5.5,4,1.29,AO,No,Si,4.75
Xbox Series X,Aventura,2022,8.5,5,16.28,M,No,No,6.75
PS5,Accion,2020,8.9,6,33.06,AO,No,No,7.45
PS4,Plataformas,2013,8,7,35.75,T,No,Si,7.5
PS5,Estrategia,2020,5.7,4,31.54,E10+,No,No,4.85
Xbox Series X,Deportes,2025,5.1,7,9.75,E,No,No,6.05
Xbox Series X,Carreras,2020,9.3,2,23.79,E,No,Si,5.65
PS5,Puzzle,2024,9.5,8,24.86,M,No,Si,8.75
Xbox Series X,Simulacion,2023,7.9,2,11.35,E10+,Si,Si,4.95
Switch,Puzzle,2021,7.1,8,15.36,M,No,Si,7.55
PS4,Aventura,2017,8.9,7,47.81,E,Si,Si,7.95
Xbox One,Accion,2019,7.1,5,36.34,T,No,Si,6.05
Xbox One,Simulacion,2020,9.9,8,23.62,M,Si,Si,8.95
PC,RPG,2015,8.7,2,9.93,T,No,Si,5.35
PS4,Carreras,2014,6.5,4,47.02,T,No,No,5.25
PS4,Deportes,2019,9.9,3,49.19,M,Si,Si,6.45
Xbox Series X,Aventura,2021,9.7,10,7.77,T,No,No,9.85
PC,Carreras,2016,7.2,2,12.12,T,Si,No,4.6
PS4,RPG,2017,7.4,9,29.3,E,Si,Si,8.2
PC,RPG,2014,9.3,1,0.57,M,Si,Si,5.15
PS5,Simulacion,2021,8.8,5,8.19,T,Si,No,6.9
PC,Accion,2010,6.3,10,23.66,M,Si,No,8.15
PS5,Plataformas,2023,7.3,3,48.4,M,Si,Si,5.15
Xbox Series X,Plataformas,2025,5.5,6,21.77,M,Si,No,5.75
PS5,Puzzle,2022,7.1,10,32.07,E10+,No,Si,8.55
PS5,Estrategia,2025,9.6,3,22.2,M,No,Si,6.3
Xbox Series X,Aventura,2024,5.1,5,39.29,M,No,Si,5.05
Switch,RPG,2025,6.5,5,0.43,T,No,Si,5.75
Xbox Series X,Aventura,2023,6,3,32.82,M,Si,Si,4.5
PS5,Estrategia,2024,6,4,2.93,T,No,Si,5
PS5,Accion,2020,9.5,5,12.27,M,Si,Si,7.25
Xbox Series X,Deportes,2022,7.2,6,44.62,AO,No,Si,6.6
PS4,Puzzle,2020,5.8,5,19.46,AO,Si,Si,5.4
PC,Puzzle,2014,10,1,14.09,AO,Si,No,5.5
Xbox Series X,Carreras,2024,5.7,3,18.5,E,Si,Si,4.35
PS4,Aventura,2019,6.7,10,18.95,AO,Si,No,8.35
PS4,Accion,2015,6,10,17.3,M,Si,No,8
Xbox One,Plataformas,2014,8.9,10,11.52,T,Si,Si,9.45
Xbox One,Plataformas,2015,6.3,4,7.21,M,No,No,5.15
PS4,Plataformas,2016,8.8,2,32.63,AO,No,Si,5.4
PC,Carreras,2011,8,5,41.91,E10+,Si,Si,6.5
PC,Accion,2018,8.2,5,5.46,T,No,Si,6.6
PS5,Plataformas,2025,8.5,8,4.16,M,No,Si,8.25
Xbox One,RPG,2015,5.3,3,49.33,E10+,No,No,4.15
PC,RPG,2023,7.3,2,21.81,E,Si,No,4.65
Xbox Series X,Simulacion,2020,9.9,6,39.55,E10+,No,Si,7.95
PS4,Carreras,2019,5.9,7,42.44,E,Si,No,6.45
Switch,Aventura,2023,7,2,8.47,AO,No,Si,4.5
Xbox One,Deportes,2017,7.8,1,18.92,M,Si,Si,4.4
